id,date,title,text,author,tags,comic
411,2004-09-23,Star Wars,"
I just wanted to agree with Tycho here. I picked up the PC version and it just doesn’t feel very good to me. I’m going to grab a copy of the Xbox version today and give that a shot. Maybe it’s a better console game. As many of you know, I have zero patience for games that do not immediately engage me. If I’m not having fun within the first five minutes I consider it a waste of money and time. Tycho is the one to go to if you’re looking for reasoned analysis and informed opinions. I’m the guy you want for snap judgments and petty complaints. If this were any other game I’d probably be done with it after my experience yesterday. The problem is that I desperately want to like Battlefront. I’m going to spend another day with it, and play a couple different versions before I make up my mind. 


-Gabe out
",Johnathan Gabriel,,https://www.penny-arcade.com/comic/2004/09/23/
412,2004-09-24,"Tiger Woo, Supplemental","
Tiger Woods 2005 continues to obscure the actual game it's based on, delivering an enjoyable (if light) round of mini-golf.  The multiplayer is still a head-to-head, two player affair, which doesn't make sense and further distances the game from its origin.  Of course, it's an EA Sports game so all the bells and whistles are there and production values are very high.  Contrast that with Links, whose level of polish is pretty middling and whose only memorable feature is an excellent round of golf, online or off.  Only one of them takes the game seriously.  I wish those weren't our choices.         


At any rate, Gabriel The Elder suggested a comic about the game and I shot him down, which then became the comic, so I guess I've satisfied your USRDA for worthless trivia.  We don't have time to fuck around, though - there's a lot to cover:  



It is times like this that I wish I were a more vigorous prognosticator.  You have, of course, seen the new ""PSTwo"" - like the PSOne, it is a re-tooled iteration of the system with a much slimmer form factor.  And, as anyone who has installed a Playstation 2 hard disc will tell you, the system is mostly empty space inside.  You could literally put an entire sandwich in there and it would fit comfortably.  Lord only knows what teenage indiscretions have made that secret realm their home.


Anyway, I wish that I had just come right out immediately and said what I was thinking, which is to say that there's no Goddamn way a hard drive is going to fit in the new system.  Well, now we've got verification that this is the case.  The reasoning is great, too:  ""Consumers who want and use the Hard Disk Drive are typically the more 'hard core' gamers, and with more than 27 million Playstation 2 units already sold in North America, we feel that a majority of those HDD interested consumers already have their Playstation 2 units.""  For me, it's not that I'm worried that I won't be able to get one.  What I'd be worried about is developer reticence to incorporate the add-on as a real part of the system and utilize its functionality, marginalizing my investment.  




Unreal Tournament 2004: Director's Cut has tons of new shit, not the least of which is three completely new vehicles and four new maps for its highly engaging Onslaught gametype.  It is essentially a new product at retail, but in keeping with Epic's historic benevolence it is also available for download.  There's a demo incorporating these new features, as well. 





I often refer to E3's Kentia Hall as the Gaming Ghetto, Where Games Go To Die, etc.  You absolutely need to visit it, just to see the low rent publishers with their MMO RPG RTS hybrid spectaculars stacked like cordwood out front of their booth.  I saw one that I wanted to know more about last time, a game called Nexus:  The Jupiter Incident.  I'm partial to three dimensional space-based strategy games, and the glossy pamphlet I took from the booth is actually something I still have here.  You never know what is going to happen to the games you see in that hole, but it's pretty much even money that you'll never heard from them again.  There's a demo for it out now, though - and that's more than I expected.




 is a project a some guys I know are working on, and it's an interesting concept.  Picture what is essentially an IRC client.  Load up whatever game you're playing, and when you hit alt-z it pulls up a chat overlay that is drawn right on top of the game.  The program also has an open plug-in framework for people to extend the functionality, I think it currently has a WinAmp control in there just as a proof of concept.  I'm mostly excited about the possibility of these extensions, as I'm ordinarily not a chat person - but when they start to rock voice support something to that effect, I think they'll really have something great - look at some of the planned features for stuff they have en route.  





Gran Turismo really isn't my series, as I believe I've made clear.  I think of the dark world under the hood of a car as a treacherous and deadly region, and have no desire to modify the things that are in there.  Also, the name is just kind of fancy and foreign.  At any rate, now Gran Turismo 4 doesn't even have online racing, so I guess I won't buy it twice.    





I am really enjoying Stealing The Network:  How To Own a Continent, which is actually the second book in the series.  They are essentially fictional accounts of clever people exploiting security systems of various kinds, using specific details and genuine information as a foundation.  Each of the stories, written by a handful of people capable in this context, is tied together with a metanarrative that sort of has me by the balls.  I don't know that the writing in every case is always top drawer - one gets the sense that they are engineers first, their prose being somewhat pragmatic at times, sentences constructed for a specific purpose by robotic arms under hermetic conditions.  But it is always interesting, it's a huge book and I'm burrowing straight through it with real hunger.  It's a bit pricy, but I've quite enjoyed it, so I guess that's about all I can ask.





(CW)TB out.


stand in the gap
",Tycho Brahe,,https://www.penny-arcade.com/comic/2004/09/24/
413,2004-09-25,Golf and stuff,"
I posted a rant almost a year ago in which I compared Tiger Woods 2004 to Links 2004. Seeing as Tiger Woods 2005 contains no significant improvements over its predecessor the same rant is applicable here. Even though it’s now a year old, Links 2004 is still a much better golf game than Tiger Woods 2005. Feel free to go back and read my old rant if you’d like to know why.


On that same page you’ll see some references to last year’s Child’s Play toy drive. Rest assured that this year’s will be even bigger. We’re supporting multiple hospitals this year all over the US and giving you the option of which one you’d like your gift sent to. I know you’re all excited to get involved and I promise we’ll be kicking things off very soon. Just sit tight and keep an eye on this page. We’ll let you know when we’re all set and ready to go.


-Gabe out
",Johnathan Gabriel,,https://www.penny-arcade.com/comic/2004/09/25/
414,2004-09-27,Ad Infinitum,"
When Kara is not generating human beings, I understand she plays a fair bit of The Sims. Outside of Kings Quest VI, it's the only game Brenna has ever genuinely tolerated.  I've played a fair bit of the new one myself, but it's not wrong to say that I mostly watch television.  That is to say, I watch sims watch television, because apparently just watching regular television isn't lazy enough.  I watch television by proxy.  


The primary feature Brenna was looking for in The Sims 2 isn't there, which is the ability to put furniture in the corner, facing a room.  There are hearth configurations she can't manifest in the game, which strikes her as criminal act.  For my part, there's a lot more ""game"" there - in addition to whatever short and long term goals you have established on your own, each sim has a series of wants and fears that need to be managed.  You'll find that these things are correlated a lot, in that you'll have a teenaged sim that is extremely enthusiastic about kissing girls but also mortally terrified of being refused.  Not really anything I need to explain, there.


Everything else just has greater depth:  if you buy a couch, you can choose different upholstery and woodgrain options.  There's a fairly elaborate (at least, by my standards) ""make-up"" option when creating your sims now.  You have absolute control over their facial bone structure.  When you want to cook something to eat, you aren't limited to ""dinner"" or something like that, there are a host of menu items based on your cooking skill.  Anyway, yes.  It's a better dollhouse than the first one, which will either attract or repel you.  That's all you really need to know.      


I've completed the main campaign in Dawn of War, but that doesn't mean I'm particularly dedicated - unlike offerings from Blizzard, which I will admit are almost ridiculously elaborate, Dawn of War has a single campaign which is only ten or eleven missions long.  The campaign hits all the right notes though, as far as the setting is concerned, but I'm really not satisfied.  I don't feel like I wasted my money, I feel like I want another ""helping.""  The game is from Relic as you'll recall - Relic, who gave an entire RTS expansion away for free.  Hopefully they will recall some of that old benevolence and dish it up.


Though the game in the box is already terribly amusing, as a fan of 40k in general my mind has already wandered to the ineluctable retail expansion pack.  It's customary to get a few new units for existing armies in the *Craft games - but there's still so much left in Warhammer 40k to kick out.  The anime-inflected Tau.  The Matrix Space Zombie Necrons.  The Tyranids, which Starcraft players know better as the Zerg.  Relic could also forego a new army, and go the Command & Conquer: Generals route - each of the armies they've already implemented in Dawn of War have, according to the tabletop rules, myriad sects within each to which special rules apply.  I'd rather see a new army altogether, but honestly I'm still so elated that they didn't completely fuck this up that I'm willing to invest a bit of faith in them.         


(CW)TB out.


nous sommes le generation lazi
",Tycho Brahe,,https://www.penny-arcade.com/comic/2004/09/27/
415,2004-09-28,What a jerk,"
I got a ton of mail from people asking if we need volunteers for Child’s Play 2004. If certain hospitals find themselves overwhelmed with donations and need help sorting through them we may put the word out for readers in that area to help. Unloading all the toys is a big job and if a hospital needs help we’ll let you know. 


I also got a mail from someone telling me that the Buzzcomix forum wanted to help us out this year. This surprised me at first since most of the guys over there really seem to hate us for some reason. I thought that perhaps they had decided to put aside their dislike for PA long enough to support a good cause. I hit the link he gave me and discovered that they still don’t like us very much. One of the guys posting in the thread really got to me and I wanted to address some of his complaints here. He started off by saying this:



“Sorry to wet-blanket all of this, but true chairty can only occur when it is done without the knowledge of others. Otherwise, it becomes a form of ego validation. 

Sticking up big signs that shout WE'RE HELPING THE KIDS is not altruistic in the slightist.”



I understand that at some point everyone turns seventeen and thinks they are smarter than everyone else. We’ve all been there. I’d hate to think of the shit I said when I was seventeen made public and archived forever on the internet. I know that in a few years he’ll look back at this post and shake his head. I still wanted to comment on it htough.

It’s a nice thought but the reality is that if we did this by ourselves we could have given a couple hundred dollars each. However by “sticking up big signs” we were able to raise almost $200,000 in toys and cash. So we’re not being altruistic, do you think the thousands of children that benefited from Child’s Play 2003 would agree or even care? If there was just one guy draining his blood and keeping it in his fridge would that be more altruistic than the Red Cross? Or do you think the Red Cross is full of shit because of the huge flags they fly wherever they go? The bottom line is that the more you promote a charity the more good it can do.

Then he followed up with this post:

“This isn’t like Make A wish or some similar organization. They live it. They do it every day. Where will you, Gabe and Tycho be on December 26th? At the hospital hugging the wee ones? Somehow I doubt it. 

Now I could be wrong, but until I get shown otherwise, this is nothing more than Christmas Charity, ultimately meaningless because it does not show true compassion to your fellow human being. And that's what I find repulsive about these ""acts of compassion"" 

But I think we do agree on one thing, assuming that's what your meaning is: If it takes Christmas charity to get people to break out of their selfish little shells at least once a year, then it's an improvement. But please spare me the bullshit that this is being done for the kids and the kids alone. 

Our culture has taken self-aggrandizement to artistic levels. Wrapping yourself up in a cloak of compassion once a year in the hopes that someone will notice is just a sick twisting of what the true meaning of charity is. 

Anyway, get back to me when this is a weekly event.”

Once again this post smacks of “seventeen-ism”. Unless he’s typing this post with one hand and giving blood with the other he can go fuck himself. You’re telling me that unless I can help someone every single day it’s worthless to help anyone ever? Unless I spend every day at the hospital hugging sick kids I shouldn’t bother trying to help them at all? What you’re asking for is certainly admirable but in reality it’s not possible. I’m not Mother Teresa, I just draw a comic strip about games. The majority of people couldn’t and wouldn’t devote their lives to charity. If we all lived by your rules no one would ever help anyone, not even once a year. Your outlook means that since you can’t help everyone you never have to help anyone. How convenient for you.


-Gabe out

",Johnathan Gabriel,,https://www.penny-arcade.com/comic/2004/09/28/
416,2004-09-29,An All Star Cast,"
People who are fanatically devoted to eviscerating miscreants should investigate Raven's X-Men: Legends.  If they are unable to bring the full four players to bear, however, they need to be prepared for the fact that sometimes Cyclops is going to bite it and it's not my fault.  Bragging about your full retinue isn't going to help us battle the Brotherhood of Evil Fucking Mutants.  That breaks unit cohesion, man.  And units need that shit.     


It's the ""brawler + leveling"" scenario iterated in the Dark Alliance series or Hunter, the sort of thing that makes maintaining three otherwise exhausting friendships occasionally worthwhile.  The graphics are serviceable at best, but the character progression has some nice touches and the roster is pretty robust.  Far be it from me to associate numerical values with human experiences but reviews in the neighborhood of 8.0 seem about right to me.  


I posted it very late, but it's possible that you saw it already:  Valve's Gabe Newell has made the purchase options for Half-Life 2 a matter of public record.  The ""subscription"" option suggested last year around this time seems to have evaporated.  Outside of that, there's a couple things that draw the eye.  


One, while there are currently no retail options that include Day of Defeat: Source - a game we could reasonably have assumed was in development - there are fully two Steam options which include it.  We don't know how much those options actually cost, but it seems like even odds you're better off getting it this way than buying it down the road when it hits retail or emerges in Steam.  That's just my belief, and it's not based on anything.  Well, except common fucking sense.  


Two, and this is the big one, take a look at those asterisks that denote which items will be available when Half-Life 2 is released, and which ones you'll be able to play immediately.  Interesting, huh?


You've probably heard of the legal issues between Vivendi Universal and Valve, and if your experience was anything like mine, everything but the portion dealing with a possible delay of the release appeared as indecipherable dog language.  This is the kind of he said/she said dirty laundry bullshit that I find extremely tiresome.  At any rate, this is what it boils down to, tactically:  Vivendi Universal is absolutely welcome to delay the release out of spite or whimsy or whatever else.  Maybe they're right, maybe they're wrong.  Vivendi wouldn't be the first aggressive, overbearing publisher and Valve wouldn't be the first artist willing to bilk their patron: I don't care, and it's not relevant to the matter at hand.  Immediate access to the new Counter-Strike is an extremely powerful incentive to try Steam.  Every moment the release is held back, you have to picture one more person thinking, well, you know...  I would prefer to buy at retail, but I could be playing Counter-Strike: Source right now...  


Digital delivery, man.  It just freaks these people out.


Imagine that you had to go to a well every time you wanted water.  Then, somebody figured out a way to get the water to come out right inside your house!  I don't blame them for being scared.  Progress is a bitch.  


(CW)TB out.


i never loved that girl
",Tycho Brahe,,https://www.penny-arcade.com/comic/2004/09/29/
417,2004-10-01,Katahada Damahoocha,"I sometimes hear it said that our comics are nonsensical forays without the post, which is a charge I really don't care about.  It's not true most of the time.  If it were, the comic would look something like this.     


Believing that everything is going to hell and the good times will never be back is very easy to do, and honestly you could make pretty good case for that with the available evidence.  As it pertains to games specifically, it's not uncommon to hear speeches at Internet street corners of the ""end times"" variety, lamentations that something dark has taken root in the formerly pure core of game development and we must endure a century of despair.  Tyrants have seized power.  Just as in an old fable, it is usually around this time that the hero is revealed.      


Katamari Damacy is, in no uncertain terms, the finest 20 dollars I have ever spent on a new game.  


Tell me if you've heard this one:  As the tiny Prince of the Cosmos, you must roll a sticky ball around on the Earth, progressively picking up larger and larger things until your huge ball of garbage is transformed into a star. 


I don't remember where I saw it, it was either at Insert Credit or The Magicbox.  These days I see it in my dreams, as cats, children, and sumos drawn are into my vortex - grist for my inexorable march.  The level usually determines your starting size, which itself determines the sorts of things you can pick up immediately - but the entire level scales to take the size of your garbage ball into account.  For example, I started the level in a public park which had a gigantic clock face in the middle, and by the time I rolled my ball back there the clock was so small I barely recognized it.  You start by rolling over toys, fruit, coins, and cookies and in no time you're grabbing golf balls and cassette tapes, moving up to cats and small chunks of garden fence, eventually knocking little girls off their bikes, and snaring both.  You might start by rolling over tiny eggs in the carton, slowly graduating to larger eggs which hatch and cheep as you acquire them, moving on to sparrows and roosters.  I don't know either, man.          


The multiplayer isn't bad either, though it's hardly the star of the show.  I'm basically mentioning it because if you have acquired more stuff than your opponent, the game doesn't differentiate them from any of the other fluff and stuff that is lying around - you just pick them up like anything else while they wiggle the sticks and try to escape.  That's pretty demoralizing.


There is a extremely surreal hook for the whole thing, a strange storyline being told in cutscenes as well as reams of truly insane dialogue from The King of the Cosmos - highly odd turns of phrase that genuinely appear to be the product of an alien intellect.  In addition, the game is a repository of exquisite music - I've imported music for more than 20 dollars from that expensive island, and none of those had the decency to include a game.  It's getting harder to find, from what I hear.  I can understand why that might be the case.      



reveal:
!label (CW)TB



i'm just trying to unwind
",Tycho Brahe,,https://www.penny-arcade.com/comic/2004/10/01/
418,2004-10-02,mc chris is in Seattle!,"
mc chris, of Fett's Vette fame, will be hanging out up at the Comic Stop up in Lynnwood.  He will sign (and sell) his award winning compact discs at 5:00pm, right here:


3333 184th St. SW, Suite U
Lynnwood, WA 98037
425.744.2767


So there you go.  


I have it on very good authority that he will be high on Robitussin.


(CW)TB
",Tycho Brahe,,https://www.penny-arcade.com/comic/2004/10/02/
419,2004-10-04,The Utility of Rare Erotica,"
We did not need to invent something ridiculous about Shadow Hearts: Covenant to prime it for inclusion in the site, that's true - but the game actually knows how ridiculous it is pretty much all the time, and it's right there with you, laughing along.  World War 1 era superheroes who turn into bats and steal people's mailboxes.     


Jeremy Parish (who is a personal hero) wrote a review of the game that should probably be read if you're considering a purchase.  He's wrong about the combat system, in that combos can go to four characters long, which activates an entire class of unique Combo Magic - but really, that's not pertinent.     


Essentially he says that this form of RPG has been done, and done better, which is sort of hard to argue with in a raw production values sense.  Final Fantasy casts a shadow so large that it envelops the entire genre, which is well known.  Nobody does Final Fantasy better - a truism that now includes Square-Enix itself apparently, as with their XII iteration they've shrugged off the iconic turn-based combat and gone with one of these Goddamn real-time hybrids that so appeals to a game reviewer's keen sense of novelty.  This is part of a larger discussion that I have with Gabriel the Elder, and I guess now you can have it, too.  


There are two branches to the discussion, one of which focuses on the mad rush to convert perfectly solid, genre defining 2d games into three dimensional piles of dogshit.  The urge must just be overwhelming, because the results of this process are almost universally reviled.  Gaze ye upon the insulting, monstrous Metal Slug 3D, for example.  It is true that when the Metal Slug series began, technology of the sort used to project 3D scenes like that was not available.  The presumption, I suppose, is that if two Ds are good, then three Ds must be glorious beyond imaginings.  When they sodomize classics in this way, do they think of themselves as selfless intercessors between the technology gods and huddling, primitive peoples?  Do they imagine that they are engaged in a work of unalloyed benevolence?  


As it turns out, just because we can manipulate 3D images doesn't mean that they are the ultimate solution for every task, in terms of the gameplay or in any other kind of terms.  There are still marvelous possibilities inherent in the 2D plane which we have not discovered yet, and maybe we won't ever, because that third dimension draws a man, like a nipple.  When I play a game in the Guilty Gear series or pop in the punishing Viewtiful Joe, I breathe a sigh of relief.  Somewhere, someone was able to resist the siren call.         


The other half of the conversation has to do with these Goddamn hybrid action systems that have come into phase in role-playing games.  Tales of Symphonia is one of the worst games I've played in recent memory.  Star Ocean is a joyless, grating exercise I could recommend only as penance for some grievous moral miscalculation.  Certainly, their stories are caricatures of cliches based on a half-understood mishmash of Western and Eastern folklore, but I have to be honest with you when I say that applies to virtually all content Japan produces.  I can't claim ignorance of it at this point, and honestly the surreal experience of having my own culture digested and projected back into my cornea is one of the reasons I seek the genre out.  But both of them have different takes on this action/RPG hybrid that has bum-rushed the genre, and I'm glad that technology allows us to do things like this, but I have to tell you that I don't see it as a substantial improvement.  I'm quick on the draw and I can push a button in sequence with the best of them.  But there is something natural and sensible and universal about a turn-based system that allows for absolute, explicit position, clear delineation, and genuine decision making.  Maybe that seems quaint to you, but dividing the sequence of play into turns has a validity that isn't diminished by advancing technology.    


Oh look, Shadow Hearts: Covenant is now a footnote in this post, which wasn't my intention.  At any rate, the other points are probably more important.  


My primary complaint with the new Shadow Hearts isn't with the frequency of the random encounters, it's with the content of them - there just aren't that many creatures per area, though thankfully you move from area to area at a fairly brisk pace.  It's been funny and engaging to us in ways that recent RPGs haven't been, precisely because it hasn't been snared by the modern manias that have latched on to recent role-playing games.   


(CW)TB out.


the more you're slip-sliding away
",Tycho Brahe,,https://www.penny-arcade.com/comic/2004/10/04/
420,2004-10-06,The Visionary,"
For his birthday a couple years ago, I bit the bullet and bought Gabe a Tivo.  I did this because, to a very large extent, the parameters of his life were defined by which shows came on at what times.  Certainly being able to manage your stable of programs is a positive, humane development - but the main reason I have it is so I can skip commercials.  Just before I obtained one of the devices myself, I could be expected to scream with all my vigor at the antics which lurk between show segments.  It was essentially a Two Minutes Hate, except where the traitor Goldstein might have been projected I instead railed against Arby's vile, creatively inert Oven Mitt.      


I don't understand why this is exactly, but he is only interested in the time shifting functionality of the machine:  he will let it record shows, and then watch them later, with the commercials intact!  To what end, sir!  Imagine a futuristic shower stall that would store your rinsed off filth for immediate reapplication, and you have come very near the point.  This isn't actually the problem, by the way.  If he wants exposed to Oven Mitts and and other toxic stimuli, fucking have at it.


Here's the issue:  he'll come in to me and ask me if I've seen this or that commercial!  As though there were some virtue in it!  As though he were collecting and arranging small treasures.  As though I had not arranged my life in such a way as to be impervious to their urgent message!  He was telling me about some ridiculous new pizza yesterday and I just Goddamn lost it.  Every minute flap of the pizza industry's delicate wing I am forced to internalize, all because they have gotten their twisted seed in my compatriot.  On that note, it does seem to me that they are running out of places to put cheese.  For my part, I hope they fucking die in cheese.  I will not have my satisfaction until they are boiled away, only fingernails floating on a sea of bubbling white.   


If you've been into EB lately, and call it a hunch but I'd imagine this is the case, you've seen that they have modified the Gamecube kiosk to include a set of bongos where the second controller might once have been.  God love 'em, but I really think they're asking a lot of the young men that come into an EB if they think they're going to go over there and touch that thing in plain sight.            


That's really the trouble.  Donkey Konga is like an experiment I perform on people I know, from the hardcore on down, as I'm of the opinion that the game taps into some pretty fundamental themes.  I have all the shit and four bongos in a box I wheel from place to place like a travelling show.  As long as you can get someone to actually play it, as opposed to just stand there framed in the doorway with their arms folded, you're in for a pretty good time.  The concept it is based on goes something like this:  ""It Is Fun To Clap With Your Friends.""


Now, I know that's ridiculous.  I know it.  But I swear to you on the plot of unturned earth that will one day be my mother's grave that it is true and it is good.  It is true and good and incontrovertible that when you clap with your friends you feel joy.  As a raw game, it is highly amusing and can pack an almost demonic challenge you wouldn't expect from the earlier difficulty levels.  Initially, you might find yourself looking around as you are playing the bongos on the song Bingo.  You are looking around because you are afraid that a girl might see you.  I need you to be strong.         


They had them in Costco when I was there last week, for five bucks cheaper than EB - hopefully they'll carry the bongos solo for cheaper as well.  If you're already enthusiastic about rhythm games, the purchase is a no brainer - but I can't stress enough the tribal unity produced by as little as two and as many as four drums.  


(CW)TB out.


i'd rather see you dead
",Tycho Brahe,,https://www.penny-arcade.com/comic/2004/10/06/
421,2004-10-07,Nintendo Gamer's Summit,"
Since we live in Seattle we were able to sneak into the Nintendo Gamer's Summit today. Essentially it's an event where Nintendo shows off all their new stuff to select members of the media. Tycho and I were both really excited to finally get our hands on a DS. Check back today and tomorrow for our impressions from the summit.  












-Gabe out

",Johnathan Gabriel,,https://www.penny-arcade.com/comic/2004/10/07/
422,2004-10-08,Trajectory,"
One never knows if they should be forthcoming regarding their fetishes, outside of some anonymous room in IRC or in the protected reserve of a convention exclusively for enthusiasts.  I'm beyond protestations of normality at this point.  I will triumphantly open my trenchcoat, and reveal my secret products:  I think Myst is about as good as it gets.


Those of you who tune into these transmissions out of habit or interest will, of course, exhibit no surprise regarding this revelation.  Furthermore, the notion that there might be some mystical form of writing or that books may be written in such a way as to render their contents a portal to the places described...  Well, if you've ever had more books than friends, you know that the statement verges on a kind of truth.  The series itself originated where I used to live, and Myst was literally the first game Gabe and I played.  Of course, these associations lend the series a mighty power, but it also helps that they tend to be very good.   


A hallmark of Myst is that a great deal of what you must do and much of the tone is not made made explicit - you infer large portions of both the game and narrative experience.  Certainly, there tend to be journals around to fill in gaps and sometimes to verify your unmoored imaginings, but I wonder how much of my understanding is flush with official canon.  If you played the first one many years ago - and the likelihood is very high because nearly everyone did, and technology of this kind tends to draw our people in - you might be interested to note that Myst IV: Revelations is practically a direct sequel.  The wayward, dangerous sons of Atrus...  Well, I guess I'll let you find out for yourself.       


I wasn't sure what to expect when I heard that it was an internal Ubisoft studio behind this entry - they're up to the task, but it becomes clear immediately that they are pursuing a different philosophy than series creator Cyan.  Whatever Cyan does next, I feel confident that they will continue along the trajectory suggested by Uru:  real-time, three dimensional worlds rendered impeccably that make mortal machines strain and yip.  When I saw that Revelations was resorting to 2d representations, it seemed quaint until I understood why in fullness.  Similar to Quicktime VR, you can look completely around your viewpoint - except that instead of a static image, you're actually looking at what amounts to (in some cases) a live feed of your surroundings - with swaying foliage, ambient life, and 3d effects applied over the top of it for effects, like arcing voltage or rippling water.  It will also be odd the first couple times you see actual human beings layered into these strange surroundings, as live action thankfully  went out of vogue long ago.  The performances only overreach occasionally I'm glad to say, and in some cases add quite a lot - for example, I think the girl they chose for Yeesha delivers brilliantly.  Even from the introduction, she legitimizes the use of this technique.      


Aside from this augmented 2D I described, Ubisoft Montreal makes two major changes to the formula:


One, the game is ""tactile"" in a way that Myst hasn't explored before.  This is shown in the demo, if you'd like to examine it for yourself - but it manifests in a couple ways.  Anything that is close to you can be touched, and tapping on any surface produces the kind of sound you'd expect.  I don't know how many Goddamn sounds they have in there, but the illusion of touching things in the game hasn't been broken for me yet.  You can tap on a puddle of water and see the effect, etcetera.  The second way they communicate this tactile sensation is that whenever you interact with something, a level, a drawer, a cupboard, a latch, any mechanical object, it is not enough merely to click it - you mouse over it, the hand icon changes, you hold the mouse button down to grasp what you are interacting with, and you move it in the appropriate direction.  The animation tracks both the rate and direction of your movement which does a very good job of fooling your mind.  It seems like a small thing, and it might be.  It doesn't feel small when you do it.   


Two, and this one might be jarring but you are not required to activate it, you get a necklace very early on that can reveal events and dialogue that have occurred in the past at that location.  This interferes somewhat with the inference that is to my mind a hallmark of the series.  Thus far, I've found its revelations interesting and sometimes extremely helpful, but they are optional.  I would imagine that this, like the integrated Prima Guide, is there to help newcomers.  I like being deposited on an alien world with nothing but a disembodied hand to keep me company, but I recognize that this may not be a universal trait.  


The reason you might throw your computer out the window is that this is still a Myst game and some of the puzzles will cause you to re-evaluate your high self-opinion.  Are you smart?  Are you clever?  If you want to retain those beliefs, unsullied by plainly incompatible information regarding your deep faults of intellect, you may want to leave this one on the retail shelf. 


When I got back from the thing yesterday, I immediately set about purchasing the Silver package for HL2 and flying through all the new versions of the classic Counter-Strike maps in spectator mode.  Office actually made me cry to look at it, such was its timeless beauty.  Between the imminent Half-Life 2, Paper Mario, Alien Hominid, Prince of Persia, Halo 2, and the hint yesterday that there might be another System Shock 3 in the works, I hardly know what to do with myself.  Is is as though my prayers took root in the mind of God.  


(CW)TB out.


half fred savage
",Tycho Brahe,,https://www.penny-arcade.com/comic/2004/10/08/
423,2004-10-11,"The Hiccough, Scourge Of Man","
Jesus Christ, sometimes I get the hiccups.  I don't get them on purpose.    


The first day of the Nintendo thing was, as you could probably gather, focused on the DS - but there was free play the next day on every Nintendo platform, and though the coverage of the event was pretty thick it's possible that I focused on some element that someone else didn't. 


Before I played Tales of Symphonia, that and Baten Kaitos made me vibrate with anticipated pleasure.  I like the feel of a wavebird, and even the standard controller is a departure, and so I relish any opportunity to use one for the kind of extended period an RPG promises.  Typically the 'cube pulls Party Game duty, it's rare that I have a real solitary experience with it.  Since Tales of Symphonia is compressed hell, all I have left to buoy that fantasy is Baten Kaitos, and from what I saw at the event I was able to relax as much as I'm capable of.  It's been suggested that I would prefer that all the objects that surround me were replaced with cards representing those objects, with their statistics and unique properties made explicit - which is an idea that Baten Kaitos takes to heart, with its card based battles and inventory.  I had the good fortune of being able to talk to someone who has tested it thoroughly, and I was able to find out some intriguing elements of the combat - like being able to block with attack cards in some instances, using ""camera"" cards that take snapshots of enemies, and put together ""pairs"" and other poker hands for bonuses.  I found a great post in the Nintendo forums by someone who had imported the game, and obviously his experience is a bit more encyclopedic than my brief dalliance with a highly constrained press demo.  You might hit it up.    


Metroid Prime 2: Echoes was there, and they drew attention to the fact that the graphics and lighting had improved in this version, and I guess I didn't really see that.  I'm not trying to be a graphics snob, either - turning away the steaming dish with an affected gesture, exhorting the waiter to direct further inquiries to my open palm.  Metroid Prime looked great.  This also looks great.  They did show us a suit while we were there, a new suit or at least a new take on a suit that was a radical departure from old interpretations and made me excited to begin earning powerups and jolting space pirates with progressively more potent beams.       


A brief note on Metroid's multiplayer:  it's a lot more fun than you're expecting.  Out of the Deathmatch and Bounty modes, we found ourselves pulled toward Bounty where every hit and kill produces coins that you snatch up and run away with.  Unlike Hunters, the DS variant of the series, you can indeed use the lock-on button to center your view on an opponent - but this is no guarantee of victory, as you can easily dodge shots or go into the morph ball which breaks it.  It's not the reason to get the game, but there is a spark there which I disregarded even the remote possibility of.  


Lord Of The Rangs:  Third Age is a multiplatform title, not even locked to the platform we were there to see - but it really needs its own post.  I'll handle that later today.  I'm going to go through the Pikmin entries and fish out some winners.


(CW)TB out.


i know that you're smart
",Tycho Brahe,,https://www.penny-arcade.com/comic/2004/10/11/
